IMAGE_SCHEMA_ANNOTATION,LinguisticExamples,Language
SOURCE_PATH_GOAL,I can go whichever I want with this project.,en
SOURCE_PATH_GOAL,Opportunity is an open door.,en
SOURCE_PATH_GOAL,Open up your own opportunities.,en
SOURCE_PATH_GOAL,The temperature edged toward 90 degrees.,en
SOURCE_PATH_GOAL,Bob was ahead of Sam on the scale of intelligence.,en
SOURCE_PATH_GOAL,Unemployment moved closer and closer to 10%.,en
SOURCE_PATH_GOAL,The interest rate fell behind the expected amount.,en
SOURCE_PATH_GOAL,John’s intelligence goes way beyond Bill’s.,en
SOURCE_PATH_GOAL,Fuel consumption rose to the highest it has been in 20 years.,en
SOURCE_PATH_GOAL,The temperature shot up.,en
SOURCE_PATH_GOAL,We reason from premise to conclusion.,en
SOURCE_PATH_GOAL,It goes against reason that she’s guilty.,en
SOURCE_PATH_GOAL,Reason forces me to that conclusion.,en
SOURCE_PATH_GOAL,Reason leads me to that conclusion.,en
SOURCE_PATH_GOAL,Let us start out from the proposition that Hamlet feared his father.,en
SOURCE_PATH_GOAL,You can't move to that conclusion from where you are now.,en
SOURCE_PATH_GOAL,From here I'll proceed to show that humans are slaves of their passions.,en
SOURCE_PATH_GOAL,"Once you reach that point in the argument, you've got to go on to the conclusion.",en
SOURCE_PATH_GOAL,The next step is to demonstrate that monkeys can make tools.,en
SOURCE_PATH_GOAL,He got off the track of the argument.,en
SOURCE_PATH_GOAL,That assumption will lead you astray.,en
SOURCE_PATH_GOAL,I don't follow you.,en
SOURCE_PATH_GOAL,"This lecture will be fast-paced, so try to keep up! ",en
SOURCE_PATH_GOAL,We have set out to prove that bats are birds.,en
SOURCE_PATH_GOAL,"When we get to the next point, we shall see that philosophy is dead.",en
SOURCE_PATH_GOAL,"So far, we’ve seen that no current theories will work.",en
SOURCE_PATH_GOAL,We will proceed in a step-by-step fashion.,en
SOURCE_PATH_GOAL,Our goal is to show that hummingbirds are essential to military defense.,en
SOURCE_PATH_GOAL,This observation points the way to an elegant solution.,en
SOURCE_PATH_GOAL,We have arrived at a disturbing conclusion.,en
SOURCE_PATH_GOAL,We will proceed in a step-by-step fashion.,en
SOURCE_PATH_GOAL,We have covered a lot of ground.,en
SOURCE_PATH_GOAL,He strayed from the line of argument.,en
SOURCE_PATH_GOAL,Do you follow my argument?,en
SOURCE_PATH_GOAL,Now we’ve gone off in the wrong direction again.,en
SOURCE_PATH_GOAL,I’m lost.,en
SOURCE_PATH_GOAL,You’re going around in circles.,en
SOURCE_PATH_GOAL,We’re getting off track.,en
SOURCE_PATH_GOAL,Don’t interrupt my train of thought.,en
SOURCE_PATH_GOAL,I can follow what he’s saying.,en
SOURCE_PATH_GOAL,She’s got a one-track mind.,en
SOURCE_PATH_GOAL,They are far beyond us in technological achievements.,en
SOURCE_PATH_GOAL,He surpassed his teacher.,en
SOURCE_PATH_GOAL,He is way ahead of the rest of us.,en
SOURCE_PATH_GOAL,He’s ahead of the pack.,en
SOURCE_PATH_GOAL,We have fallen behind the Soviet Union in space exploration.,en
SOURCE_PATH_GOAL,We are miles ahead of them.,en
SOURCE_PATH_GOAL,We were left behind.,en
SOURCE_PATH_GOAL,He strayed from the path.,en
SOURCE_PATH_GOAL,He’s gone off in the wrong direction.,en
SOURCE_PATH_GOAL,They’re following us.,en
SOURCE_PATH_GOAL,I’m lost.,en
SOURCE_PATH_GOAL,When will he come to the point?,en
SOURCE_PATH_GOAL,I can see where this is going.,en
SOURCE_PATH_GOAL,"You must follow exactly the path that the Lord your God has commanded you, …",en
SOURCE_PATH_GOAL,"My foot has held fast to his steps, I have kept his way and have not turned aside.",en
SOURCE_PATH_GOAL,"I have chosen him, that he may charge his children and his household after him to keep the way of the Lord by doing righteousness and justice.",en
SOURCE_PATH_GOAL,"Lead me in the path your commandments, for I delight in it.",en
SOURCE_PATH_GOAL,Do not let me stray from your commandments.,en
SOURCE_PATH_GOAL,"They did not walk in the ways of God’s commandments, or tread the paths his righteousness showed them.",en
SOURCE_PATH_GOAL,"For I have kept the ways of the Lord, and have not wickedly departed from my God.",en
SOURCE_PATH_GOAL,"But when they [the Israelites] departed from the way he  [God] had prescribed for them, they were utterly defeated..",en
SOURCE_PATH_GOAL,The Lord to Moses] Your people  …] have been quick to turn aside from the way that I commanded them.,en
SOURCE_PATH_GOAL,"Because they turned aside from following him, and had no regard for any of his ways",en
SOURCE_PATH_GOAL,"if you do not obey the commandments of the Lord your God, but turn from the way that I am commanding you today, to follow other gods",en
SOURCE_PATH_GOAL,He is a deviant.,en
SOURCE_PATH_GOAL,He deviated from the straight and narrow.,en
SOURCE_PATH_GOAL,She strayed.,en
SOURCE_PATH_GOAL,He went over this in his mind.,en
SOURCE_PATH_GOAL,The question of overtime pay proved to be an insurmountable stumbling block to agreement.,en
SOURCE_PATH_GOAL,We reason from premise to conclusion.,en
SOURCE_PATH_GOAL,The evidence pointed in all different directions.,en
SOURCE_PATH_GOAL,Reason leads me to that conclusion.,en
SOURCE_PATH_GOAL,This assumption is what’s misleading us.,en
SOURCE_PATH_GOAL,We’re going around in circles.,en
SOURCE_PATH_GOAL,We're making progress on defining what kind of house we are looking for.,en
SOURCE_PATH_GOAL,"wir lenken unsere Gedanken auf verschiedenen Wegen, und diejenigen, die nur sehr langsam gehen, können viel mehr vorankommen, wenn sie immer dem geraden Weg folgen, als diejenigen, die laufen und sich vom Weg entfernen.",de
SOURCE_PATH_GOAL,"Mit der Naturwissenschaft ging es weit langsamer zu [als mit der Mathematik], bis sie den Heeresweg der Wissenschaft traf.",de
SOURCE_PATH_GOAL,…dass er zur Führung seines Landes ähnlicher Eigenschaften bedarf…,de
SOURCE_PATH_GOAL,…Führung einer High-Tech-Firma,de
SOURCE_PATH_GOAL,…für den Führer der Großmacht USA…,de
SOURCE_PATH_GOAL,…dass die führenden Leute unserer Regierung…,de
SOURCE_PATH_GOAL,…in Führungspositionen…,de
SOURCE_PATH_GOAL,Der erste vom Volk gewählte Präsident…muß eine Wirtschaft…aus der Krise führen…,de
SOURCE_PATH_GOAL,…der Litauen als Staatsoberhaupt in die Unabhängigkeit geführt hatte.,de
SOURCE_PATH_GOAL,Nach dem Führungswechsel der Verbandsspitze…,de
SOURCE_PATH_GOAL,…unter den Führern großer Unternehmen…,de
SOURCE_PATH_GOAL,"Was wie eine Streitschrift…begonnen hatte, ist unterwegs zu einem ironischen Kommentar…",de
SOURCE_PATH_GOAL,Entweder geht die Entwicklung in Richtung eines Krieges…oder…,de
SOURCE_PATH_GOAL,Welche Signale weisen den Weg der deutschen Wirtschaft in den kommenden Monaten?,de
SOURCE_PATH_GOAL,…die fortschreitende Verarmung…,de
SOURCE_PATH_GOAL,"…einem Stadtteil Bremens, der dem gleichen Schicksal entgegengeht.",de
SOURCE_PATH_GOAL,…“sich durch seine Krisen weiterzuentwickeln.“,de
SOURCE_PATH_GOAL,…durchläuft die HIV-Infektion…eine eigene Evolution.,de
SOURCE_PATH_GOAL,…läßt sich die Evolution der Aids-Viren verfolgen.,de
SOURCE_PATH_GOAL,Zurück zu den Ursprüngen?,de
SOURCE_PATH_GOAL,…auf die…Rassenspannungen zurückzuführen…,de
SOURCE_PATH_GOAL,…auf genetische Ursachen zurückgeführt werden…,de
SOURCE_PATH_GOAL,…dass dem gleichen Geld auch der gleiche Massenwohlstand nachfolgte.,de
SOURCE_PATH_GOAL,Einer industriellen Inverstition gehen jahrelange Prozesse voraus…,de
SOURCE_PATH_GOAL,"Eine Hiobsbotschaft, der kein durchgreifendes Handeln folgte…",de
SOURCE_PATH_GOAL,Zwei deprimierende Wahlniederlagen waren dem Sieg vorausgegangen…,de
SOURCE_PATH_GOAL,…war diesem Bruch…einer jener bezeichnender Brüche in Brandts eigener politischen Vita vorausgegangen…,de
SOURCE_PATH_GOAL,…mehr noch als die vorangegangenen Meisterwerke…,de
SOURCE_PATH_GOAL,1920 folgen die städtischen Kunstsammlungen…,de
SOURCE_PATH_GOAL,Ein Höhepunkt jagt den anderen…,de
SOURCE_PATH_GOAL,Glücklich waren nach ihrem vierten Titel hintereinander die Eistänzer Jennifer Goodsbee/Hendryk Schamberger..,de
SOURCE_PATH_GOAL,You should move on with your life.,en
SOURCE_PATH_GOAL,We’ve come a long way.,en
SOURCE_PATH_GOAL,We've covered lots of ground.,en
SOURCE_PATH_GOAL,We've made it this far!,en
SOURCE_PATH_GOAL,"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains. ",en
SOURCE_PATH_GOAL,He is far more intelligent than he looks.,en
SOURCE_PATH_GOAL,"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year. ",en
SOURCE_PATH_GOAL,"Democrats Push Through Historic, Controversial Health Care Legislation ",en
SOURCE_PATH_GOAL,The Senate voted 92-5 Tuesday to move the bill forward to a full vote later this week.,en
SOURCE_PATH_GOAL,We are reaching the end of the house-buying process.,en
SOURCE_PATH_GOAL,"Finally, all my educational goals are in reach. ",en
SOURCE_PATH_GOAL,We are entering the last stages of filing for bankruptcy.,en
SOURCE_PATH_GOAL,We are at a standstill.,en
SOURCE_PATH_GOAL,We aren't getting any place.,en
SOURCE_PATH_GOAL,We aren't going anywhere.,en
SOURCE_PATH_GOAL,We are going nowhere with this.,en
SOURCE_PATH_GOAL,We've reached the end.,en
SOURCE_PATH_GOAL,We are seeing the light at the end of the tunnel.,en
SOURCE_PATH_GOAL,We only have a short way to go.,en
SOURCE_PATH_GOAL,The end is in sight.,en
SOURCE_PATH_GOAL,The end is a long ways off.,en
SOURCE_PATH_GOAL,How close are these two numbers?,en
SOURCE_PATH_GOAL,"37 is far away from 189,712.",en
SOURCE_PATH_GOAL,4.9 is near 5.,en
SOURCE_PATH_GOAL,The result is around 40.,en
SOURCE_PATH_GOAL,"Count up to 20, without skipping any numbers.",en
SOURCE_PATH_GOAL,Count backward from 20.,en
SOURCE_PATH_GOAL,"Count to 100, starting at 20.",en
SOURCE_PATH_GOAL,Name all the numbers from 2 to 10.,en
SOURCE_PATH_GOAL,Zero lies between one and minus one.,en
SOURCE_PATH_GOAL,to get into the story.,en
SOURCE_PATH_GOAL,I was astounded at the way you can walk in—almost walk into a book and just live in it.,en
SOURCE_PATH_GOAL,going to a place where you had never been yet but might be curious about or had heard something about.,en
SOURCE_PATH_GOAL,"The writer did a wonderful job of transporting me into the worlds of half a dozen different people, totally different from mine, outside my experience, but somehow I made them all real.",en
SOURCE_PATH_GOAL,you’re following the character,en
SOURCE_PATH_GOAL,So you do feel like you’ve been on the trip with them actually.,en
SOURCE_PATH_GOAL,Devastation from the hurricane thrust the nation into recession.,en
SOURCE_PATH_GOAL,Congress' refusal to compromise is moving the country toward economic ruin.,en
SOURCE_PATH_GOAL,It is smooth sailing from here on in in the application process.,en
SOURCE_PATH_GOAL,It's all downhill for the rest of the course.,en
SOURCE_PATH_GOAL,He exercised to the point of exhaustion.,en
SOURCE_PATH_GOAL,She squeezed her way to thinner thighs.,en
SOURCE_PATH_GOAL,He drank himself out of the promotion.,en
SOURCE_PATH_GOAL,He went on with what he was doing.,en
SOURCE_PATH_GOAL,She went back to sleep.,en
SOURCE_PATH_GOAL,She successfully navigated her way through the contract negotiations.,en
SOURCE_PATH_GOAL,Regulations keep me from moving ahead with this housing project.,en
SOURCE_PATH_GOAL,Sudden illness stopped his progress.,en
SOURCE_PATH_GOAL,He's really gotten hung up at that step in the process.,en
SOURCE_PATH_GOAL,He is so caught up in his work he can't do anything else.,en
SOURCE_PATH_GOAL,He was held up in the meeting.,en
SOURCE_PATH_GOAL,Our President will chart a path to prosperity.,en
SOURCE_PATH_GOAL,We will navigate the choppy waters of recession into smooth fiscal sailing.,en
SOURCE_PATH_GOAL,Pakistan's economy has ability to navigate through choppy waters.,en
SOURCE_PATH_GOAL,Crime is stalking the youth of our major cities.,en
SOURCE_PATH_GOAL,"gang crime ravages inner cities, destroys families, and causes whole neighborhoods to hunker down in fear ",en
SOURCE_PATH_GOAL,Crime is a beast ravaging the city.,en
SOURCE_PATH_GOAL,"His innocence had sent an intricate net of feelers snaking to- ward the world, but when would they be snapped.",en
SOURCE_PATH_GOAL,Upcoming events.,en
SOURCE_PATH_GOAL,What events are up ahead?,en
SOURCE_PATH_GOAL,All upcoming events are listed in the paper.,en
SOURCE_PATH_GOAL,I’m afraid what’s up ahead of us?,en
SOURCE_PATH_GOAL,What’s coming up this week?,en
SOURCE_PATH_GOAL,What’s up?,en
SOURCE_PATH_GOAL,We’re looking ahead to the future.,en
SOURCE_PATH_GOAL,He has a great future in front of him.,en
SPLITTING,Der grundlegende Dissens…wäre nicht mehr zu überbrücken.,de
SPLITTING,…welcher Graben diese Politiker von den Bürgern trennt…,de
SPLITTING,Hier gibt es zwischen Bürger und Partei…kaum noch eine Brücke.,de
SPLITTING,…nur noch die unüberbrückbare Fremdheit zwischen zwei Ausgestoßenen…,de
SPLITTING,"Wie groß die Lücke ist, die zwischen der Gefahr der Katastrophe und den Rettungsmaßnahmen klafft.",de
SPLITTING,…habe sich die Kluft zwischen Nord und Sud verdoppelt.,de
SPLITTING,Dann vertieft sich der Graben…,de
SPLITTING,…eine riesige Kluft zwischen der Auffassung der Mehrheit der SPD-Funktionäre und der Bevö1kerung…Diese Lücke müsse bald geschlossen werden.,de
SPLITTING,Die tiefe Kluft zwischen Nord und Süd…,de
SPLITTING,Americans are divided as to whether a third major party is needed in U.S. politics today,en
SPLITTING,What separates the men from the boys?,en
SPLITTING,"The story is not primarily about salvation, but about severe judgement, and it ends in tragedy, in hopes dashed most cruelly to smithereens.",en
SPLITTING,"As the credibility of the DLV lay in shreds, the greater consequences for world sport were being considered by, among others, Norbert Laurens, the lawyer for the DLV.",en
SPLITTING,Dartford's hopes also crumbled rapidly when Exeter scored three times in an eight-minute spell in the second half.,en
SPLITTING,Mrs Margaret Thatcher has struck three notes since the Communist world began to disintegrate.,en
SPLITTING,"Sometimes truth may be suppressed for a long time but while it is imprisoned it gathers to itself more and more power so that on the day that it is finally released it explodes, blowing everything asunder.",en
SPLITTING,"She felt as though she was dying, as though her heart was being ripped piece by piece into shreds, but she had to go on and finish the programme.",en
SPLITTING,"My mother, I'm afraid, went quite to pieces after his death.",en
SPLITTING," The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before. ",en
SUBSTANCE,You can’t get a single joke out of him.,en
SUBSTANCE,He’s full of laughs.,en
SUBSTANCE,She let out a big laugh.,en
SUBSTANCE,She’s brimming with vim and vigor.,en
SUBSTANCE,She’s overflowing with vitality.,en
SUBSTANCE,He’s devoid of energy.,en
SUBSTANCE,I don’t  have any energy left at the end of the day.,en
SUBSTANCE,I’m drained.,en
SUBSTANCE,That took a lot out of me.,en
SUBSTANCE,I couldn’t do much sprinting until the end.,en
SUBSTANCE,mixture of anger and emotion,en
SUBSTANCE,mingling of anger and emotion,en
SUBSTANCE,combination of anger and emotion,en
SUBSTANCE,Anger be pure,en
SUBSTANCE,Emotion is mixed with anger,en
SUBSTANCE,Emotion is mingled with anger,en
SUBSTANCE,trace of anger,en
SUBSTANCE,combined anger,en
SUBSTANCE,it diffuses his anger,en
SUBSTANCE,pure joy,en
SUBSTANCE,unalloyed joy,en
SUBSTANCE,mixed joy,en
SUBSTANCE,mixture of emotion and joy,en
SUBSTANCE,emotion combine with joy,en
SUBSTANCE,combine emotion with joy,en
SUBSTANCE,emotion mingle with y,en
SUBSTANCE,emotion and x be mingled,en
SUBSTANCE,mingled suffuse,en
SUBSTANCE,tinge of suffuse,en
SUBSTANCE,amalgam of emotion and suffuse,en
SUBSTANCE,combination of emotion and suffuse,en
SUBSTANCE,mixture of emotion and suffuse,en
SUBSTANCE,mixed emotions and suffuse,en
SUBSTANCE,emotions are mingled with suffuse,en
SUBSTANCE,emotions are mixed with suffuse,en
SUBSTANCE,emotions are tinged with suffuse,en
SUBSTANCE,event be(come) tinged with suffuse,en
SUBSTANCE,suffuse be mixed with emotion,en
SUBSTANCE,suffuse be tinged with emotion,en
SUBSTANCE,emotion and suffuse mix,en
SUBSTANCE,emotion tinge suffuse,en
SUBSTANCE,sadness suffuse event,en
SUBSTANCE,pure disgust,en
SUBSTANCE,combination of disgust and emotion,en
SUBSTANCE,mixture of disgust and emotion,en
SUBSTANCE,tinge of disgust,en
SUBSTANCE,trace of disgust,en
SUBSTANCE,disgust mixes with emotion,en
SUBSTANCE,disgust is mingled with emotion,en
SUBSTANCE,He's filled with jealousy.,en
SUBSTANCE,She's overflowing with love.,en
SUBSTANCE,He has a lot of smarts.,en
SUBSTANCE,He's devoid of common sense.,en
SUBSTANCE,The flow of time,en
SUBSTANCE,"Like sands through the hourglass, so are the days of our lives. ",en
SUBSTANCE,The money is all dried up.,en
SUBSTANCE,Liquid assets.,en
SUBSTANCE,Currency,en
SUBSTANCE,He's just sponging off of you.,en
SUPPORT,Our conservation program needs your support.,en
SUPPORT,I've really been leaning on my friends the past few months.,en
SUPPORT,The poor in our country need a boost up.,en
SUPPORT,"In times of need, the impoverished should be able to lean on our government for support. ",en
SUPPORT,We need welfare as a safety net.,en
SUPPORT,Our work in the African continent [. . .] is supported by Tear Fund,en
SUPPORT,Our conservation program needs your support.,en
SUPPORT,I've really been leaning on my friends the past few months.,en
SUPPORT,"Aug 25, 2010 – And so, two of the main pillars of our democracy—a free press and the courts—will be assailed at the same time. ",en
VERTICALITY,right-wing party,en
VERTICALITY,left-wing party,en
VERTICALITY,No known spoken language uses the lateral (left–right) axis for time.,en
VERTICALITY,the right answer,en
VERTICALITY,my right-hand man,en
VERTICALITY,out in left field,en
VERTICALITY,two left feet,en
VERTICALITY,The number of books printed each year is going up.,en
VERTICALITY,My income rose last year.,en
VERTICALITY,The number of errors made is incredibly low.,en
VERTICALITY,He is underage.,en
VERTICALITY,The number of books printed each year keeps going up.,en
VERTICALITY,His draft number is high.,en
VERTICALITY,My income rose last year.,en
VERTICALITY,The amount of artistic activity in this state has gone down in the past year.,en
VERTICALITY,The number of errors he made is incredibly low.,en
VERTICALITY,His income fell last year.,en
VERTICALITY,He is underage.,en
VERTICALITY,"If you’re too hot, turn the heat down.",en
VERTICALITY,An IQ of over 150.,en
VERTICALITY,"Speak up, please.",en
VERTICALITY,"Keep your voice down, please.",en
VERTICALITY,Prices are high.,en
VERTICALITY,Europeans are now complaining of high American interest rates.,en
VERTICALITY,Home ownership involves higher indebtedness than renting a house does.,en
VERTICALITY,The number of people living in poverty went up.,en
VERTICALITY,Can you please decrease the number of assignments?,en
VERTICALITY,Die Zinsen sind hoch.,de
VERTICALITY,Indes habe das Angebot der Firma X um 30 Prozent höher gelegen.,de
VERTICALITY,"… die USA, die … die mit Abstand höchste Privatverschuldung verzeichnen …",de
VERTICALITY,"Die Einfuhr lag um 14 Prozent höher als vor einem Jahr, die Ausfuhr um 3,9 Prozent niedriger.",de
VERTICALITY,XYZ-Aktien schlossen … niedriger …,de
VERTICALITY,Bass closed sharply lower although above the worst of the session.,de
VERTICALITY,…verramscht sie ihre Zigaretten unter Herstellungskosten…,de
VERTICALITY,TTM hat über 90 Prozent Marktanteil…,de
VERTICALITY,…Jugendlichen unter 17 Jahren.,de
VERTICALITY,…ist chronisch unterernährt.,de
VERTICALITY,…unter einer halben Million geht nichts mehr…,de
VERTICALITY,…unterhalb der Armutsgrenze…,de
VERTICALITY,…Löhne unter Tarif zuzulassen.,de
VERTICALITY,…mit über 64 Jahren,de
VERTICALITY,…um 435 Mill. unter dem Wert…,de
VERTICALITY,…unter 60 DM.,de
VERTICALITY,Da ist die steigende Kriminalität...,de
VERTICALITY,…die Lautstärke…ganz erheblich erhöhen.,de
VERTICALITY,…war der Wert der Objekte um das Zehnfache gestiegen.,de
VERTICALITY,…Steuererhöhungen…,de
VERTICALITY,…die Not selbst vergrößern…,de
VERTICALITY,Das Bewusstsein dafür steigt…,de
VERTICALITY,…einen Anstieg der Temperatur…,de
VERTICALITY,…was den Subventionsbedarf …in die Höhe treibt.,de
VERTICALITY,…wenn das Unbehagen oder die Krisenstimmung so weit angestiegen sind…,de
VERTICALITY,…steigende soziale Probleme…,de
VERTICALITY,...deren Marktanteil… auf zehn Prozent gefallen war…,de
VERTICALITY,Er will die Einkommenssteuer senken…,de
VERTICALITY,…der tatsächliche Wert…erheblich gesunken.,de
VERTICALITY,…absackende Grundstückspreise und fallende Mieteinnahmen…,de
VERTICALITY,…mit den Löhnen herunterzugehen.,de
VERTICALITY,…mit den Löhnen herunterzugehen.,de
VERTICALITY,Die Netto-Umsatzrendite ist…gesunken. Die Gewinne liegen bisher ein Drittel niedriger als im Vorjahr.,de
VERTICALITY,…fielen die Bestellungen…,de
VERTICALITY,…angesichts dramatisch gefallener Rohstoffpreise…,de
VERTICALITY,Die Warnung vor sinkenden Löhnen…,de
VERTICALITY,Her temperature is going down.,en
VERTICALITY,The price of stocks rose.,en
VERTICALITY,My to-do list is piling up!,en
VERTICALITY,level of anger,en
VERTICALITY,anger rise (in PERS),en
VERTICALITY,anger drop,en
VERTICALITY,anger arise/come arising from X,en
VERTICALITY,rising/high anger,en
VERTICALITY,level/height of anger,en
VERTICALITY,she gets up his anger,en
VERTICALITY,fear be high among X,en
VERTICALITY,fear peak,en
VERTICALITY,fear be ascendant,en
VERTICALITY,fear rise,en
VERTICALITY,X heighten fear,en
VERTICALITY,The number of poor people is higher than the number of rich ones.,en
VERTICALITY,Joe is above Bill in intelligence.,en
VERTICALITY,He thinks he is above us.,en
VERTICALITY,He has an edge over us.,en
VERTICALITY,We’re not at his level.,en
VERTICALITY,He’s up there with the best of them.,en
VERTICALITY,The number of poor people is higher than the number of rich ones.,en
VERTICALITY,Joe is above Bill in intelligence.,en
VERTICALITY,He thinks he is above us.,en
VERTICALITY,He has an edge over us.,en
VERTICALITY,We’re not at his level.,en
VERTICALITY,He’s up there with the best of them.,en
VERTICALITY,She has high standards.,en
VERTICALITY,He does high-quality work.,en
VERTICALITY,"We hit a peak last year, but it’s been downhill ever since.",en
VERTICALITY,Things are looking up.,en
VERTICALITY,Things are at an all-time low.,en
VERTICALITY,High-quality work.,en
VERTICALITY,My cake will never be up there with hers.,en
VERTICALITY,His work has really been slipping.,en
VERTICALITY,His work has really been sliding.,en
VERTICALITY,His work has really been slumping.,en
VERTICALITY,Living up to high expectations,en
VERTICALITY,…jede Phase des menschlichen Seins mit all ihren Höhen und Tiefen…,de
VERTICALITY,…wenn sie  eine hervorragende sprachliche und theoretische Begabung besitzen…,de
VERTICALITY,…Spitzenarbeit leistet…,de
VERTICALITY,…Rolph Naders hohe Meinung von der Anwaltsgilde.,de
VERTICALITY,…höherwertige Produkte…,de
VERTICALITY,Und das gelingt ihm denn auch hervorragend.,de
VERTICALITY,…Vergleich „höherwertiger“ mit „minderwertigen Rassen“…,de
VERTICALITY,…der überragende Dortmunder Profi…,de
VERTICALITY,…dass die Leistungen nicht so weit von der Spitze weg sind.,de
VERTICALITY,"damit die letzten begännen, wo die Vorgänger geendet hätten, und wir alle zusammen viel weiter gehen würden, als jeder für sich hätte tun können.",de
VERTICALITY,Es geht also aufwärts.,de
VERTICALITY,…den ersehnten Aufschwung…,de
VERTICALITY,…einem erneuten Wirtschaftsaufschwung…,de
VERTICALITY,…daß es längere Zeit nicht aufwärtsgeht.,de
VERTICALITY,Den Aufschwung der Region…,de
VERTICALITY,Wann wird es wieder bergauf gehen mit der Konjunktur?,de
VERTICALITY,…der Partei den dringend nötigen Aufwind zu verschaffen.,de
VERTICALITY,Wann geht das Abwärts wieder aufwärts?,de
VERTICALITY,…die Hoffnung auf den Aufschwung…,de
VERTICALITY,…Ostdeutschland vor dem endgültigen Niedergang zu retten.,de
VERTICALITY,…einer abwärts trudelnden Union…,de
VERTICALITY,Niedergang einer Partei,de
VERTICALITY,…den Abstieg seines Landes aus der „Ersten Liga“ Europas…,de
VERTICALITY,…zu Sündenböcken und Watschenmännern der Nation heruntergekommen.,de
VERTICALITY,"Ich hoffe nur, dass ihre Zeitung nicht noch weiter nach unten rutscht…",de
VERTICALITY,So tief können die Popularitätswerte des Mannes…gar nicht sinken…,de
VERTICALITY,Maschinenbau rutscht immer tiefer in die Krise.,de
VERTICALITY,Ansonsten geht es überall steil bergab.,de
VERTICALITY,…während alle anderen im Kurs gefallen sind.,de
VERTICALITY,…jede Phase des menschlichen Seins mit all ihren Höhen und Tiefen…,de
VERTICALITY,„Als die Leute in den Abgrund einer sozialistischen Regierung schauten…,de
VERTICALITY,…die Verflechtung von „Oberwelt und Unterwelt“.,de
VERTICALITY,…Rückfall in den Fremdenhaß…,de
VERTICALITY,Sinnlos treibt die Welt zum Abgrund,de
VERTICALITY,…Tal der Armut.,de
VERTICALITY,Soviel Überblick hat der Pfälzer auch in der Talsohle allemal.,de
VERTICALITY,…aus den Niederungen des Trivialen…,de
VERTICALITY,…auf dem Tiefpunkt gewesen…,de
VERTICALITY,Die Stimmung ist im Keller…,de
VERTICALITY,"For the wise the path of life leads upwards, in order to avoid Sheol below.",en
VERTICALITY,he ranks high.,en
VERTICALITY,Spinach ranks higher than lettuce in greeness.,en
VERTICALITY,Eddie Murphy ranks above Bob Hope in sense of humor.,en
VERTICALITY,he ranks very low.,en
VERTICALITY,He’s at the bottom of the list.,en
VERTICALITY,She’ll rise to the top.,en
VERTICALITY,He has little upward mobility.,en
VERTICALITY,He’s at the bottom of the social hierarchy.,en
VERTICALITY,He has a lofty position.,en
VERTICALITY,She’ll rise to the top.,en
VERTICALITY,He’s at the peak of his career.,en
VERTICALITY,He’s climbing the ladder.,en
VERTICALITY,He has little upward mobility.,en
VERTICALITY,She fell in status.,en
VERTICALITY,Climbing the academic ladder.,en
VERTICALITY,to fall from grace,en
VERTICALITY,He ranks above me.,en
VERTICALITY,They are lower class.,en
VERTICALITY,Climbing the ladder in the company.,en
VERTICALITY,Be nice to the people you meet on your way up. . .,en
VERTICALITY,He’s the top of the heap.,en
VERTICALITY,He's gone over my head to the top supervisor.,en
VERTICALITY,In that community there is little opportunity for upward mobility.,en
VERTICALITY,He is low on the totem pole.,en
VERTICALITY,…aufstrebende Bankangestellte…,de
VERTICALITY,Ulf Fink will die Treppe hoch…,de
VERTICALITY,"…dem liberalen Aufsteiger des Jahres, Klaus Kinkel…",de
VERTICALITY,"…zu Glanz, Ruhm und Geld aufgestiegen…",de
VERTICALITY,Voß begann 1977 im ZDF ganz unten als Nachrichtenredakteur.,de
VERTICALITY,… wolle er selbst einmal ganz oben Chef werden…,de
VERTICALITY,…auf den nächsten Karrierestufen…,de
VERTICALITY,…der FDP-Emporkömmling…,de
VERTICALITY,…der kometenhafte Aufstieg des texanischen Milliardärs Ross Perot…,de
VERTICALITY,…beim beruflichen Aufstieg…,de
VERTICALITY,I have control over her.,en
VERTICALITY,His power is on the decline.,en
VERTICALITY,I have control over him.,en
VERTICALITY,He is under my power.,en
VERTICALITY,I’m on top of the situation.,en
VERTICALITY,"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany... ",en
VERTICALITY,Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,en
VERTICALITY,I have it all under control.,en
VERTICALITY,He has a dominating/submissive personality.,en
VERTICALITY,He’s in superior position.,en
VERTICALITY,He’s at the height of his power.,en
VERTICALITY,He’s in the high command.,en
VERTICALITY,He’s in the upper echelon.,en
VERTICALITY,His power rose.,en
VERTICALITY,He ranks above me in strength.,en
VERTICALITY,He fell from power.,en
VERTICALITY,He is my social inferior.,en
VERTICALITY,He is low man on the totem pole.,en
VERTICALITY,I’m on top of the situation.,en
